Id;Label;Interval;Degree;Weighted degree;Eccentricity;Closeness Centrality;Harmonic Closeness Centrality;Betweenness Centrality;PageRank;Component ID;Modularity Class;Clustering Coefficient;Number of triangles;Eigenvector Centrality
MASTER OF INTELLIGENT INTERACTIVE SYSTEM;MASTER OF INTELLIGENT INTERACTIVE SYSTEM;;1;9.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
MASTER OF LOGISTICS AND INTERNATIONAL TRADE;MASTER OF LOGISTICS AND INTERNATIONAL TRADE;;1;9.0;4.0;0.2623820754716981;0.26947565543071134;0.0;6,72E+11;0;1;0.0;0;0.01181022995434406
MASTER OF MANAGEMENT OF FINANCIAL INSTITUTIONS;MASTER OF MANAGEMENT OF FINANCIAL INSTITUTIONS;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
MASTER OF SCIENCE & TECHNOLOGY;MASTER OF SCIENCE & TECHNOLOGY;;1;9.0;4.0;0.2723378212974296;0.28689138576778994;0.0;5,97E+11;0;8;0.0;0;0.028034775780769832
MASTER OF STATISTICS FOR DATA SCIENCE;MASTER OF STATISTICS FOR DATA SCIENCE;;1;9.0;4.0;0.26646706586826346;0.27677902621722816;0.0;5,79E+11;0;8;0.0;0;0.022732724333755654
MASTER OF STOCK AND FINANCIAL MARKETS;MASTER OF STOCK AND FINANCIAL MARKETS;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
MASTER OF TELECOMMUNICATIONS ENGINEERING;MASTER OF TELECOMMUNICATIONS ENGINEERING;;3;27.0;4.0;0.27639751552795033;0.29550561797752783;2,15E+11;0.0011778370282124443;0;2;0.0;0;0.05225356423246535
MATEO;MATEO;;40;317.0;3.0;0.370216306156406;0.4131086142322108;0.0453088173623301;0.012544414159209169;0;5;0.0;0;0.513457959447756
MATERIAL-UI;MATERIAL-UI;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
MATLAB;MATLAB;;9;45.0;4.0;0.31075418994413406;0.351123595505618;0.0020510882771876287;0.0026307970144920593;0;3;0.0;0;0.22321979002609862
MATPLOTLIB;MATPLOTLIB;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
MICROSOFT AZURE;MICROSOFT AZURE;;1;1.0;4.0;0.26145710928319627;0.26779026217228435;0.0;7,07E+11;0;1;0.0;0;0.00972346686595625
MICROSOFT POWER BI;MICROSOFT POWER BI;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
MICROSOFT SQL;MICROSOFT SQL;;1;9.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
MIGUEL;MIGUEL;;29;215.0;3.0;0.36356209150326796;0.39662921348314734;0.03173681586057673;0.009227376535038937;0;2;0.0;0;0.38143764117606277
MIRO;MIRO;;1;7.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
ML_ENGINEER;ML_ENGINEER;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
ML ENGINEER;ML ENGINEER;;1;8.0;4.0;0.2757125154894672;0.2925093632958799;0.0;5,87E+11;0;7;0.0;0;0.038368269376048945
MLFLOW;MLFLOW;;11;85.0;4.0;0.3267254038179148;0.3726591760299627;0.003707219277047129;0.003167831987757553;0;7;0.0;0;0.293309751244593
MODEL CALIBRATION;MODEL CALIBRATION;;1;8.0;4.0;0.263938315539739;0.2722846441947563;0.0;6,12E+11;0;3;0.0;0;0.014685860317737772
MODEL COMPRESSION;MODEL COMPRESSION;;4;31.0;4.0;0.3090277777777778;0.34419475655430715;0.0012171098406429481;0.0014638984802178528;0;8;0.0;0;0.11345350204063442
MODEL EXPLAINABILITY;MODEL EXPLAINABILITY;;9;71.0;4.0;0.32434402332361517;0.3679775280898877;0.0031420003434986777;0.0027133834686479796;0;8;0.0;0;0.2359523838852049
MODEL INTERPRETABILITY;MODEL INTERPRETABILITY;;6;47.0;4.0;0.29946164199192465;0.33314606741573033;0.0011247236790446545;0.0019429888370345045;0;3;0.0;0;0.13886486705113535
MODEL OPTIMIZATION;MODEL OPTIMIZATION;;10;78.0;4.0;0.33458646616541354;0.3807116104868915;0.004209551674190328;0.002941914270390669;0;7;0.0;0;0.28685061893613856
MONGODB;MONGODB;;18;140.0;4.0;0.3617886178861789;0.41629213483146094;0.012772302432544215;0.005025225901468222;0;8;0.0;0;0.4609248001750658
MULTI-TASK LEARNING;MULTI-TASK LEARNING;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
MURAL;MURAL;;1;7.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
NEO4J;NEO4J;;4;32.0;4.0;0.2970627503337784;0.3279026217228463;5,99E+10;0.0013967016091674697;0;9;0.0;0;0.10936605686449784
NEURAL ARCHITECTURE SEARCH;NEURAL ARCHITECTURE SEARCH;;1;8.0;4.0;0.27639751552795033;0.2936329588014978;0.0;5,95E+11;0;8;0.0;0;0.03321749887853725
NEURAL NETWORKS;NEURAL NETWORKS;;13;105.0;4.0;0.33763277693474963;0.3868913857677904;0.004687783327640492;0.003568746581690316;0;9;0.0;0;0.39166774593647974
NEXT.JS;NEXT.JS;;1;18.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
NICOLAS;NICOLAS;;20;156.0;3.0;0.35829307568438;0.38314606741573115;0.010690126522779416;0.005712296288075853;0;1;0.0;0;0.366915806038274
NLP;NLP;;13;104.0;4.0;0.332089552238806;0.38071161048689156;0.004864131432192954;0.00368315060247458;0;2;0.0;0;0.32250437777680374
NOAH;NOAH;;60;486.0;3.0;0.382960413080895;0.44307116104869065;0.07955729102812858;0.019147787596436087;0;8;0.0;0;0.6719038683631674
NODE.JS;NODE.JS;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
NUMPY;NUMPY;;3;22.0;4.0;0.2900912646675359;0.3168539325842695;6,39E+11;0.001248499948409894;0;8;0.0;0;0.06849962109395873
OBJECT DETECTION;OBJECT DETECTION;;3;23.0;4.0;0.291994750656168;0.3196629213483145;2,32E+12;0.0011161875310234982;0;8;0.0;0;0.08760359726244978
OCR;OCR;;6;46.0;4.0;0.3052126200274348;0.3410112359550562;0.001009063991653169;0.0018906930951590854;0;8;0.0;0;0.16577632263830086
OH MY ZSH;OH MY ZSH;;1;1.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
OLIVER;OLIVER;;29;227.0;3.0;0.36356209150326796;0.39662921348314717;0.016643311277740123;0.008036903477817148;0;8;0.0;0;0.5073716660616857
ONNX;ONNX;;2;15.0;4.0;0.27882205513784464;0.29850187265917577;1,51E+12;9,21E+11;0;3;0.0;0;0.045832135554493454
OPENCV;OPENCV;;1;7.0;4.0;0.26710684273709484;0.2779026217228462;0.0;6,43E+11;0;0;0.0;0;0.019192742337174544
OPERATION RESEARCH;OPERATION RESEARCH;;1;8.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
ORACLE SQL;ORACLE SQL;;1;1.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
OWNER;OWNER;;1;8.0;4.0;0.2667865707434053;0.2773408239700372;0.0;6,04E+11;0;7;0.0;0;0.021448970134111178
PABLO;PABLO;;11;84.0;3.0;0.3531746031746032;0.36966292134831513;0.0019050174625253578;0.003184761193400204;0;1;0.0;0;0.23592362988597917
PANDAS;PANDAS;;2;15.0;4.0;0.2703523693803159;0.284456928838951;1,93E+11;0.001048264855740457;0;1;0.0;0;0.029043942601634894
PARTNER;PARTNER;;1;7.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,42E+11;0;1;0.0;0;0.00985120026446035
PAU;PAU;;6;41.0;3.0;0.35039370078740156;0.36217228464419504;0.0017077741521846325;0.0020140293591741653;0;1;0.0;0;0.11292482851493642
PHOTOSHOP;PHOTOSHOP;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
PHP;PHP;;2;9.0;4.0;0.26937046004842613;0.28277153558052404;8,06E+09;9,52E+11;0;1;0.0;0;0.02879911812710363
POLARS;POLARS;;1;8.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,42E+11;0;1;0.0;0;0.00985120026446035
PORTUGUESE;PORTUGUESE;;1;7.0;4.0;0.26646706586826346;0.27677902621722816;0.0;5,85E+11;0;1;0.0;0;0.022571524959775033
POSTGRESQL;POSTGRESQL;;1;8.0;4.0;0.2623820754716981;0.26947565543071134;0.0;6,72E+11;0;1;0.0;0;0.01181022995434406
POWERBI;POWERBI;;1;7.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
PRESTO;PRESTO;;1;8.0;4.0;0.2703523693803159;0.28352059925093603;0.0;6,03E+09;0;5;0.0;0;0.026060588713439994
PROGRAMMER;PROGRAMMER;;3;22.0;4.0;0.28022670025188917;0.3016853932584267;1,43E+11;0.0011103421400188596;0;3;0.0;0;0.06537874138155797
PROJECT MANAGER;PROJECT MANAGER;;1;9.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
PROMETHEUS;PROMETHEUS;;1;7.0;4.0;0.2723378212974296;0.28689138576778994;0.0;5,97E+11;0;8;0.0;0;0.028034775780769832
PROMPT ENGINEERING;PROMPT ENGINEERING;;7;54.0;4.0;0.30563186813186816;0.34250936329588016;0.001067983987550632;0.002083677500284418;0;2;0.0;0;0.177127048094599
PROTOTYPING;PROTOTYPING;;1;8.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
PULUMI;PULUMI;;2;16.0;4.0;0.2830788804071247;0.3052434456928836;2,45E+11;9,43E+11;0;0;0.0;0;0.04845730473312479
PYCARET;PYCARET;;1;8.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
PYGAME;PYGAME;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
PYJWT;PYJWT;;1;7.0;4.0;0.26710684273709484;0.2779026217228462;0.0;6,43E+11;0;0;0.0;0;0.019192742337174544
PYSPARK;PYSPARK;;5;40.0;4.0;0.28200253485424587;0.30636704119850167;0.0012423440475333599;0.0020371070329786743;0;1;0.0;0;0.06734694351859305
PYTEST;PYTEST;;2;14.0;4.0;0.2720048899755501;0.28726591760299597;1,05E+12;9,77E+11;0;0;0.0;0;0.03426415083905857
PYTHON;PYTHON;;40;332.0;4.0;0.4337231968810916;0.4941947565543072;0.07309970247818245;0.011486156075276106;0;1;0.0;0;0.7929412495832827
R;R;;17;84.0;4.0;0.33458646616541354;0.3872659176029964;0.008030235296504795;0.004766309296958735;0;6;0.0;0;0.3995646798996255
RAG;RAG;;10;76.0;4.0;0.31831187410586553;0.36161048689138575;0.002480311142101921;0.002861090415668498;0;7;0.0;0;0.25946730207428215
REACT;REACT;;2;27.0;4.0;0.26519666269368297;0.2754681647940072;9,70E+08;0.0012540567840300845;0;4;0.0;0;0.014890292479160402
REACT HOOK FORM;REACT HOOK FORM;;1;1.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
REACT-HOOK-FORM;REACT-HOOK-FORM;;1;8.0;4.0;0.2608440797186401;0.2666666666666664;0.0;8,03E+11;0;4;0.0;0;0.0063209886052289525
REACT-ROUTER;REACT-ROUTER;;1;1.0;4.0;0.2608440797186401;0.2666666666666664;0.0;8,03E+11;0;4;0.0;0;0.0063209886052289525
RECOMMENDATION SYSTEMS;RECOMMENDATION SYSTEMS;;3;23.0;4.0;0.2943121693121693;0.32303370786516855;2,43E+11;0.0011079116855574349;0;8;0.0;0;0.09018569346719313
REDSHIFT;REDSHIFT;;4;30.0;4.0;0.3052126200274348;0.33913857677902626;7,53E+11;0.001395129473498388;0;9;0.0;0;0.11608714102465906
REDUX;REDUX;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
REINFORCEMENT LEARNING;REINFORCEMENT LEARNING;;2;16.0;4.0;0.28452685421994883;0.30749063670411964;7,46E+10;8,40E+11;0;8;0.0;0;0.06005942628978035
REQUESTS;REQUESTS;;1;1.0;4.0;0.26710684273709484;0.2779026217228462;0.0;6,43E+11;0;0;0.0;0;0.019192742337174544
RESEARCH ASSISTANT;RESEARCH ASSISTANT;;2;15.0;4.0;0.278125;0.29737827715355775;3,53E+11;8,32E+11;0;8;0.0;0;0.052918925584923886
RESEARCHER;RESEARCHER;;1;8.0;4.0;0.26871980676328505;0.2807116104868911;0.0;5,82E+11;0;8;0.0;0;0.026841927411243107
REST APIS;REST APIS;;2;15.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
RNN;RNN;;4;32.0;4.0;0.2998652291105121;0.3318352059925093;3,95E+11;0.0013456104666574257;0;7;0.0;0;0.1317136117389972
RODRIGO;RODRIGO;;24;194.0;3.0;0.3606158833063209;0.38913857677902675;0.03379145049333376;0.008491313742793985;0;6;0.0;0;0.3477914992009202
SAFE 5;SAFE 5;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
SALES DIRECTOR;SALES DIRECTOR;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
SAMUEL;SAMUEL;;31;244.0;3.0;0.36475409836065575;0.399625468164795;0.015603067049044099;0.008485884753707077;0;7;0.0;0;0.4964071998532237
SAP CONSULTANT;SAP CONSULTANT;;1;8.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
SCALA;SCALA;;6;49.0;4.0;0.2978580990629183;0.3308988764044943;0.0011502249562800446;0.0019713997779772143;0;6;0.0;0;0.13227958931922085
SCRAPY;SCRAPY;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
SECURITY;SECURITY;;1;7.0;4.0;0.2620730270906949;0.2689138576779023;0.0;6,80E+11;0;2;0.0;0;0.010392199073980615
SELF-SUPERVISED LEARNING;SELF-SUPERVISED LEARNING;;3;24.0;4.0;0.30313351498637603;0.3353932584269662;4,87E+10;0.0011375227852507067;0;8;0.0;0;0.10083886536467816
SEMANTIC SEGMENTATION;SEMANTIC SEGMENTATION;;1;8.0;4.0;0.26937046004842613;0.28183520599250905;0.0;5,84E+11;0;8;0.0;0;0.02533335122677969
SENIOR ANDROID DEVELOPER;SENIOR ANDROID DEVELOPER;;1;8.0;4.0;0.2605386416861827;0.26610486891385743;0.0;6,51E+11;0;1;0.0;0;0.008062541475818722
SENIOR BIG DATA DEVELOPER;SENIOR BIG DATA DEVELOPER;;1;9.0;4.0;0.26145710928319627;0.26779026217228435;0.0;7,07E+11;0;1;0.0;0;0.00972346686595625
SENIOR BIG DATA ENGINEER;SENIOR BIG DATA ENGINEER;;1;9.0;4.0;0.2667865707434053;0.2773408239700371;0.0;7,00E+11;0;9;0.0;0;0.013629693973408297
SENIOR CONSULTANT;SENIOR CONSULTANT;;2;18.0;4.0;0.2626918536009445;0.27097378277153533;6,61E+09;8,85E+11;0;1;0.0;0;0.018598334203588036
SENIOR DATA ENGINEER;SENIOR DATA ENGINEER;;6;54.0;4.0;0.28635778635778636;0.3140449438202245;8,08E+11;0.002016147508938568;0;6;0.0;0;0.11057713935532808
SENIOR DATA SCIENTIST;SENIOR DATA SCIENTIST;;3;27.0;4.0;0.2943121693121693;0.3230337078651684;2,06E+11;0.0010868885105016464;0;7;0.0;0;0.10294139230509207
SENIOR MACHINE LEARNING ENGINEER;SENIOR MACHINE LEARNING ENGINEER;;1;8.0;4.0;0.2723378212974296;0.28689138576778994;0.0;5,97E+11;0;8;0.0;0;0.028034775780769832
SENIOR NET DEVELOPER;SENIOR NET DEVELOPER;;1;9.0;4.0;0.2605386416861827;0.26610486891385743;0.0;6,51E+11;0;1;0.0;0;0.008062541475818722
SENTIMENT ANALYSIS;SENTIMENT ANALYSIS;;8;63.0;4.0;0.31560283687943264;0.35636704119850204;0.001976660895235815;0.0024170289673960056;0;8;0.0;0;0.1979712915079341
SERGIO;SERGIO;;12;95.0;3.0;0.3537360890302067;0.37116104868913885;0.02351334953451647;0.005233981859058007;0;1;0.0;0;0.18732907055705586
SERVICE MANAGER;SERVICE MANAGER;;1;9.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,45E+11;0;1;0.0;0;0.009550714543727223
SHELL;SHELL;;6;33.0;4.0;0.30313351498637603;0.3382022471910112;0.001651454912265295;0.0020229676288533137;0;0;0.0;0;0.12804551023491006
SIMULATION ENGINEER;SIMULATION ENGINEER;;1;8.0;4.0;0.2753712871287129;0.29194756554307083;0.0;5,76E+11;0;7;0.0;0;0.03653834714827317
SNOWFLAKE;SNOWFLAKE;;1;8.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
SOFTWARE DEVELOPER;SOFTWARE DEVELOPER;;7;58.0;4.0;0.29905913978494625;0.33352059925093624;0.0018072424382500499;0.002315505244763815;0;1;0.0;0;0.11473302539780096
SOFTWARE DEVELOPMENT;SOFTWARE DEVELOPMENT;;1;8.0;4.0;0.2757125154894672;0.2925093632958799;0.0;5,87E+11;0;7;0.0;0;0.038368269376048945
SOFTWARE ENGINEER;SOFTWARE ENGINEER;;2;16.0;4.0;0.26551312649164677;0.27602996254681617;1,06E+12;0.0010772098492805293;0;1;0.0;0;0.021661430218804425
SOFTWARE ENGINEER INTERN;SOFTWARE ENGINEER INTERN;;1;7.0;4.0;0.26937046004842613;0.28183520599250905;0.0;5,80E+11;0;8;0.0;0;0.028591033013524038
SOLUTION ARCHITECT;SOLUTION ARCHITECT;;1;8.0;4.0;0.2667865707434053;0.2773408239700371;0.0;7,00E+11;0;9;0.0;0;0.013629693973408297
SOLUTIONS ARCHITECT;SOLUTIONS ARCHITECT;;1;8.0;4.0;0.26145710928319627;0.26779026217228435;0.0;7,07E+11;0;1;0.0;0;0.00972346686595625
SPANISH;SPANISH;;52;517.0;4.0;0.5235294117647059;0.5548689138576779;0.1928347517756401;0.015781136366343464;0;1;0.0;0;0.9725395022089457
SPARK;SPARK;;13;95.0;4.0;0.33814589665653494;0.38745318352059943;0.006572909329469035;0.0037326550524982294;0;9;0.0;0;0.3319986598449509
SPECIALIST DATA SCIENTIST;SPECIALIST DATA SCIENTIST;;1;9.0;4.0;0.27639751552795033;0.2936329588014978;0.0;5,95E+11;0;8;0.0;0;0.03321749887853725
SPEECH TO TEXT;SPEECH TO TEXT;;1;7.0;4.0;0.2667865707434053;0.2773408239700372;0.0;6,04E+11;0;7;0.0;0;0.021448970134111178
SPEECH-TO-TEXT;SPEECH-TO-TEXT;;1;8.0;4.0;0.27639751552795033;0.2936329588014978;0.0;5,95E+11;0;8;0.0;0;0.03321749887853725
SQL;SQL;;8;52.0;4.0;0.3047945205479452;0.3423220973782771;0.0037066444000436543;0.0028621282195242202;0;1;0.0;0;0.14093817442693568
SQL OPTIMIZATION;SQL OPTIMIZATION;;3;24.0;4.0;0.28058007566204285;0.3022471910112357;2,63E+11;0.001172527218507478;0;1;0.0;0;0.05386684690100105
STREAMLIT;STREAMLIT;;10;78.0;4.0;0.31785714285714284;0.36104868913857674;0.0020671502302030374;0.002825674104519534;0;8;0.0;0;0.25628449932563846
STUDENT INTERN;STUDENT INTERN;;1;7.0;4.0;0.26839565741857657;0.28014981273408207;0.0;5,78E+11;0;8;0.0;0;0.026198916174138668
SUPPLY CHAIN MANAGEMENT;SUPPLY CHAIN MANAGEMENT;;1;9.0;4.0;0.2623820754716981;0.26947565543071134;0.0;6,72E+11;0;1;0.0;0;0.01181022995434406
SYNTHETIC DATA GENERATION;SYNTHETIC DATA GENERATION;;1;8.0;4.0;0.2680722891566265;0.2795880149812731;0.0;5,74E+10;0;9;0.0;0;0.027295965385066838
TABLEAU PREP;TABLEAU PREP;;1;8.0;4.0;0.27639751552795033;0.2936329588014978;0.0;5,95E+11;0;8;0.0;0;0.03321749887853725
TECH DIRECTOR;TECH DIRECTOR;;1;9.0;4.0;0.2667865707434053;0.2773408239700371;0.0;7,00E+11;0;9;0.0;0;0.013629693973408297
TELECOMMUNICATIONS ENGINEER;TELECOMMUNICATIONS ENGINEER;;1;8.0;4.0;0.2648809523809524;0.27397003745318327;0.0;5,75E+10;0;2;0.0;0;0.019144432706440218
TERRAFORM;TERRAFORM;;9;69.0;4.0;0.32106782106782106;0.36404494382022484;0.004319201968401536;0.0028368688612318152;0;2;0.0;0;0.20504115033728404
TEXT CLASSIFICATION;TEXT CLASSIFICATION;;7;55.0;4.0;0.3151558073654391;0.35486891385767794;0.001444419501381152;0.0021238583182366325;0;8;0.0;0;0.19986692392833444
TEXT PROCESSING;TEXT PROCESSING;;4;32.0;4.0;0.30067567567567566;0.33295880149812734;4,86E+11;0.0013780996421853947;0;8;0.0;0;0.11704219895990182
TEXT SUMMARIZATION;TEXT SUMMARIZATION;;4;31.0;4.0;0.30272108843537415;0.33576779026217235;5,27E+11;0.0013701421278259065;0;8;0.0;0;0.12407877792773138
TEXT TO SPEECH;TEXT TO SPEECH;;1;7.0;4.0;0.2667865707434053;0.2773408239700372;0.0;6,04E+11;0;7;0.0;0;0.021448970134111178
THIAGO;THIAGO;;48;389.0;3.0;0.3752107925801012;0.42509363295880276;0.04318903497979774;0.013837031856552497;0;2;0.0;0;0.6400701320657269
TIME SERIES FORECASTING;TIME SERIES FORECASTING;;8;64.0;4.0;0.31922525107604016;0.3608614232209739;0.002416559468704375;0.002413817968219422;0;9;0.0;0;0.22762199255604101
TRANSFER LEARNING;TRANSFER LEARNING;;3;23.0;4.0;0.29276315789473684;0.3207865168539325;2,50E+12;0.0011139595644889192;0;8;0.0;0;0.0891121734469132
TRANSFORMERS;TRANSFORMERS;;5;40.0;4.0;0.3090277777777778;0.3451310861423222;7,82E+11;0.0016095207681616857;0;8;0.0;0;0.16061712507600454
TREASURY AND CAPITAL MARKETS ANALYST;TREASURY AND CAPITAL MARKETS ANALYST;;1;7.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
TYPESCRIPT;TYPESCRIPT;;12;58.0;4.0;0.29314888010540185;0.32977528089887637;0.004111609831596298;0.003918883666692567;0;2;0.0;0;0.14605395401833499
UNITY;UNITY;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
UNIVERSITY LECTURER;UNIVERSITY LECTURER;;1;8.0;4.0;0.26937046004842613;0.28183520599250905;0.0;5,80E+11;0;8;0.0;0;0.028591033013524038
UNIX;UNIX;;1;1.0;4.0;0.26519666269368297;0.2745318352059922;0.0;6,37E+11;0;6;0.0;0;0.017617448837067985
USER RESEARCH;USER RESEARCH;;1;8.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
UX DESIGN;UX DESIGN;;1;9.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
UX DESIGNER;UX DESIGNER;;1;9.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
VAGRANT;VAGRANT;;1;7.0;4.0;0.26710684273709484;0.2779026217228462;0.0;6,43E+11;0;0;0.0;0;0.019192742337174544
VAULT;VAULT;;1;7.0;4.0;0.26710684273709484;0.2779026217228462;0.0;6,43E+11;0;0;0.0;0;0.019192742337174544
VIDEO ANALYSIS;VIDEO ANALYSIS;;1;8.0;4.0;0.26871980676328505;0.2807116104868911;0.0;5,82E+11;0;8;0.0;0;0.026841927411243107
VISUAL BASIC;VISUAL BASIC;;3;10.0;4.0;0.27267156862745096;0.2893258426966288;1,97E+12;0.0012278505143322495;0;1;0.0;0;0.043388744546819014
VITE;VITE;;1;8.0;4.0;0.2608440797186401;0.2666666666666664;0.0;8,03E+11;0;4;0.0;0;0.0063209886052289525
VUEJS;VUEJS;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
WEB COMMUNICATION MANAGER;WEB COMMUNICATION MANAGER;;1;8.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
WEB DEVELOPER;WEB DEVELOPER;;3;23.0;4.0;0.28058007566204285;0.3022471910112358;9,28E+11;0.0013888396187117598;0;1;0.0;0;0.04703447177488837
WEIGHTS & BIASES;WEIGHTS & BIASES;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
XML;XML;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
ZUSTAND;ZUSTAND;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
